station_id,date,n,fails,defect_rate,fpy,rolling_fpy,pbar,ucl,lcl,out_of_control
S1,2026-04-01,155,4,0.025806451612903226,0.9741935483870968,0.9741935483870968,0.021868250539956804,0.057110295757648796,0.0,False
S1,2026-04-02,189,4,0.021164021164021163,0.9788359788359788,0.9765147636115379,0.021868250539956804,0.05378333889452552,0.0,False
S1,2026-04-03,186,4,0.021505376344086023,0.978494623655914,0.9771747169596633,0.021868250539956804,0.054039689103868416,0.0,False
S1,2026-04-04,187,7,0.0374331550802139,0.9625668449197861,0.9735227489496939,0.021868250539956804,0.05395355390629043,0.0,False
S1,2026-04-05,166,2,0.012048192771084338,0.9879518072289156,0.9764085606055384,0.021868250539956804,0.05592262515274496,0.0,False
S1,2026-04-06,177,5,0.02824858757062147,0.9717514124293786,0.9756323692428449,0.021868250539956804,0.054847465996299236,0.0,False
S1,2026-04-07,151,1,0.006622516556291391,0.9933774834437086,0.978167385557254,0.021868250539956804,0.05757402682006228,0.0,False
S1,2026-04-08,154,6,0.03896103896103896,0.961038961038961,0.9762881587932346,0.021868250539956804,0.057224532832665834,0.0,False
S1,2026-04-09,192,2,0.010416666666666666,0.9895833333333334,0.9778234951499997,0.021868250539956804,0.053533020611272714,0.0,False
S1,2026-04-10,164,4,0.024390243902439025,0.975609756097561,0.9774113712130921,0.021868250539956804,0.0561296445343948,0.0,False
S1,2026-04-11,194,2,0.010309278350515464,0.9896907216494846,0.981286210745906,0.021868250539956804,0.0533693772932058,0.0,False
S1,2026-04-12,195,5,0.02564102564102564,0.9743589743589743,0.9793443774787717,0.021868250539956804,0.053288501352948645,0.0,False
S1,2026-04-13,154,3,0.01948051948051948,0.9805194805194806,0.9805969586345006,0.021868250539956804,0.057224532832665834,0.0,False
S1,2026-04-14,154,6,0.03896103896103896,0.961038961038961,0.9759771697195365,0.021868250539956804,0.057224532832665834,0.0,False
S1,2026-04-15,208,5,0.02403846153846154,0.9759615384615384,0.9781089664941904,0.021868250539956804,0.05229077757305117,0.0,False
S1,2026-04-16,183,3,0.01639344262295082,0.9836065573770492,0.9772551413575784,0.021868250539956804,0.05430231744974748,0.0,False
S1,2026-04-17,177,3,0.01694915254237288,0.9830508474576272,0.9783181544090164,0.021868250539956804,0.054847465996299236,0.0,False
S1,2026-04-18,182,5,0.027472527472527472,0.9725274725274725,0.9758662616773004,0.021868250539956804,0.054391299967873216,0.0,False
S1,2026-04-19,188,4,0.02127659574468085,0.9787234042553191,0.9764897516624925,0.021868250539956804,0.05386810687478277,0.0,False
S1,2026-04-20,185,5,0.02702702702702703,0.972972972972973,0.9754116791558486,0.021868250539956804,0.05412652175454746,0.0,False
S1,2026-04-21,163,1,0.006134969325153374,0.9938650306748467,0.9801011176752609,0.021868250539956804,0.056234580136908185,0.0,False
S1,2026-04-22,198,4,0.020202020202020204,0.9797979797979798,0.980649180723324,0.021868250539956804,0.05304956061672503,0.0,False
S1,2026-04-23,150,4,0.02666666666666667,0.9733333333333334,0.9791815772885074,0.021868250539956804,0.05769284836738131,0.0,False
S1,2026-04-24,195,3,0.015384615384615385,0.9846153846153847,0.9794050825967585,0.021868250539956804,0.053288501352948645,0.0,False
S1,2026-04-25,183,3,0.01639344262295082,0.9836065573770492,0.9809878090038409,0.021868250539956804,0.05430231744974748,0.0,False
S1,2026-04-26,169,3,0.01775147928994083,0.9822485207100592,0.9814913970688036,0.021868250539956804,0.05561901396980637,0.0,False
S1,2026-04-27,183,1,0.00546448087431694,0.994535519125683,0.9845717608049052,0.021868250539956804,0.05430231744974748,0.0,False
S1,2026-04-28,152,3,0.019736842105263157,0.9802631578947368,0.9826286361220323,0.021868250539956804,0.057456379790906176,0.0,False
S1,2026-04-29,207,3,0.014492753623188406,0.9855072463768116,0.9834442456332939,0.021868250539956804,0.05236417340235759,0.0,False
S1,2026-04-30,182,1,0.005494505494505495,0.9945054945054945,0.9864688400864597,0.021868250539956804,0.054391299967873216,0.0,False
S1,2026-05-01,159,4,0.025157232704402517,0.9748427672955975,0.9850727518979188,0.021868250539956804,0.056664175934368996,0.0,False
S1,2026-05-02,154,1,0.006493506493506494,0.9935064935064936,0.9864870284878394,0.021868250539956804,0.057224532832665834,0.0,False
S1,2026-05-03,202,4,0.019801980198019802,0.9801980198019802,0.9861940997866855,0.021868250539956804,0.05273929110657641,0.0,False
S1,2026-05-04,207,2,0.00966183574879227,0.9903381642512077,0.9855944776617603,0.021868250539956804,0.05236417340235759,0.0,False
S1,2026-05-05,157,3,0.01910828025477707,0.9808917197452229,0.9856842722118297,0.021868250539956804,0.05688510466432892,0.0,False
S1,2026-05-06,190,6,0.031578947368421054,0.968421052631579,0.9832433873910823,0.021868250539956804,0.053699241018825394,0.0,False
S1,2026-05-07,169,0,0.0,1.0,0.9840283167474402,0.021868250539956804,0.05561901396980637,0.0,False
S1,2026-05-08,174,7,0.040229885057471264,0.9597701149425287,0.9818750806970018,0.021868250539956804,0.05513055458305917,0.0,False
S1,2026-05-09,184,6,0.03260869565217391,0.967391304347826,0.9781443393886206,0.021868250539956804,0.054214061321775,0.0,False
S1,2026-05-10,190,1,0.005263157894736842,0.9947368421052631,0.9802213140033754,0.021868250539956804,0.053699241018825394,0.0,False
S1,2026-05-11,162,3,0.018518518518518517,0.9814814814814815,0.9789560736077003,0.021868250539956804,0.056340485872079515,0.0,False
S1,2026-05-12,199,2,0.010050251256281407,0.9899497487437185,0.9802500777503423,0.021868250539956804,0.052971116945090754,0.0,False
S1,2026-05-13,150,3,0.02,0.98,0.9819042130886882,0.021868250539956804,0.05769284836738131,0.0,False
S1,2026-05-14,195,4,0.020512820512820513,0.9794871794871794,0.9789738101582853,0.021868250539956804,0.053288501352948645,0.0,False
S1,2026-05-15,195,3,0.015384615384615385,0.9846153846153847,0.9825231343972648,0.021868250539956804,0.053288501352948645,0.0,False
S1,2026-05-16,162,4,0.024691358024691357,0.9753086419753086,0.9836541826297623,0.021868250539956804,0.056340485872079515,0.0,False
S1,2026-05-17,190,2,0.010526315789473684,0.9894736842105263,0.9829023029305143,0.021868250539956804,0.053699241018825394,0.0,False
S1,2026-05-18,194,4,0.020618556701030927,0.979381443298969,0.9826022974758695,0.021868250539956804,0.0533693772932058,0.0,False
S1,2026-05-19,190,4,0.021052631578947368,0.9789473684210527,0.9810305288583459,0.021868250539956804,0.053699241018825394,0.0,False
S1,2026-05-20,180,5,0.027777777777777776,0.9722222222222222,0.9799194177472347,0.021868250539956804,0.05457148444600843,0.0,False
S1,2026-05-21,162,1,0.006172839506172839,0.9938271604938271,0.9819679864624701,0.021868250539956804,0.056340485872079515,0.0,False
S1,2026-05-22,167,3,0.017964071856287425,0.9820359281437125,0.9815994926808027,0.021868250539956804,0.055820512855072266,0.0,False
S1,2026-05-23,168,2,0.011904761904761904,0.9880952380952381,0.983426149269364,0.021868250539956804,0.05571931363648183,0.0,False
S1,2026-05-24,188,6,0.031914893617021274,0.9680851063829787,0.9803706381511429,0.021868250539956804,0.05386810687478277,0.0,False
S1,2026-05-25,185,2,0.010810810810810811,0.9891891891891892,0.9817717447068887,0.021868250539956804,0.05412652175454746,0.0,False
S1,2026-05-26,174,3,0.017241379310344827,0.9827586206896551,0.9823162093166891,0.021868250539956804,0.05513055458305917,0.0,False
S1,2026-05-27,184,2,0.010869565217391304,0.9891304347826086,0.9847316682538871,0.021868250539956804,0.054214061321775,0.0,False
S1,2026-05-28,164,4,0.024390243902439025,0.975609756097561,0.9821291819115634,0.021868250539956804,0.0561296445343948,0.0,False
S1,2026-05-29,187,4,0.0213903743315508,0.9786096256684492,0.9816397101293829,0.021868250539956804,0.05395355390629043,0.0,False
S1,2026-05-30,160,4,0.025,0.975,0.979768961830063,0.021868250539956804,0.05655526823250519,0.0,False
S2,2026-04-01,150,3,0.02,0.98,0.98,0.022312925170068026,0.05849169674160398,0.0,False
S2,2026-04-02,175,3,0.017142857142857144,0.9828571428571429,0.9814285714285714,0.022312925170068026,0.05580795907607579,0.0,False
S2,2026-04-03,208,4,0.019230769230769232,0.9807692307692307,0.9812087912087911,0.022312925170068026,0.05303621930057819,0.0,False
S2,2026-04-04,153,3,0.0196078431372549,0.9803921568627451,0.9810046326222797,0.022312925170068026,0.058135246949538706,0.0,False
S2,2026-04-05,159,3,0.018867924528301886,0.9811320754716981,0.9810301211921633,0.022312925170068026,0.0574528545149538,0.0,False
S2,2026-04-06,155,3,0.01935483870967742,0.9806451612903225,0.9809659612085232,0.022312925170068026,0.057903384825376956,0.0,False
S2,2026-04-07,150,0,0.0,1.0,0.9836851096073056,0.022312925170068026,0.05849169674160398,0.0,False
S2,2026-04-08,207,6,0.028985507246376812,0.9710144927536232,0.9824014657149661,0.022312925170068026,0.05311034074516696,0.0,False
S2,2026-04-09,151,4,0.026490066225165563,0.9735099337748344,0.9810661501317792,0.022312925170068026,0.05837170048542994,0.0,False
S2,2026-04-10,154,6,0.03896103896103896,0.961038961038961,0.978247540170312,0.022312925170068026,0.05801875128564961,0.0,False
S2,2026-04-11,197,5,0.025380710659898477,0.9746192893401016,0.9774228448099345,0.022312925170068026,0.053882325543179344,0.0,False
S2,2026-04-12,181,3,0.016574585635359115,0.9834254143646409,0.9777504646517834,0.022312925170068026,0.055248114068203076,0.0,False
S2,2026-04-13,183,4,0.02185792349726776,0.9781420765027322,0.9773928811106991,0.022312925170068026,0.05506764592137671,0.0,False
S2,2026-04-14,184,3,0.016304347826086956,0.9836956521739131,0.9750636885641153,0.022312925170068026,0.05497851726432701,0.0,False
S2,2026-04-15,205,5,0.024390243902439025,0.975609756097561,0.9757201547561063,0.022312925170068026,0.05326020739944033,0.0,False
S2,2026-04-16,150,4,0.02666666666666667,0.9733333333333334,0.9756949261216061,0.022312925170068026,0.05849169674160398,0.0,False
S2,2026-04-17,196,5,0.025510204081632654,0.9744897959183674,0.9776164739615213,0.022312925170068026,0.05396275726684409,0.0,False
S2,2026-04-18,188,4,0.02127659574468085,0.9787234042553191,0.9782027760922667,0.022312925170068026,0.054629142598010244,0.0,False
S2,2026-04-19,199,4,0.020100502512562814,0.9798994974874372,0.9776990736812375,0.022312925170068026,0.05372328473117179,0.0,False
S2,2026-04-20,176,3,0.017045454545454544,0.9829545454545454,0.9783865692457824,0.022312925170068026,0.05571266717912596,0.0,False
